rid,stable_id,joke,joke_cleaned,word_count,topic,topic_all_nouns,combo_key,combo_freq
156710,3738cced533a77d3dc63e864636141f2d6dd761a,"There are three types of people in the world. Those who can count, and those who cannot.","there are three types of people in the world . those who can count , and those who cannot .",20,"type, world","world, type","type, world",261
157277,376b1312d0107db098dfe742ac794797102a7ca6,There are 10 types of people in this world Those who understand binary Those who don't Those who weren't expecting a ternary joke.,there are 10 types of people in this world those who understand binary those who don't those who weren't expecting a ternary joke .,24,"type, world","world, type","type, world",261
160925,38be7bc98d7d3d451e1ed0a4cd5134de8468340b,"There are three types of people in this world. Those who can count, and those who can't.","there are three types of people in this world . those who can count , and those who can't .",20,"type, world","world, type","type, world",261
165958,3a860577378b417d5373810c704d3669d9bfc3bb,There are 10 types of people in this world Those who read binary and those who don't,there are 10 types of people in this world those who read binary and those who don't,17,"type, world","world, type","type, world",261
169167,3ba9dd7c4500fe3aca919d8f3aa5b3008c6948c4,There are 10 types of people in the world... Those who understand binary and those who don't,there are 10 types of people in the world ...  those who understand binary and those who don't,18,"type, world","world, type","type, world",261
172632,3ce2967f1bec8a68bbdc180f0db9b0f50de4f542,"There are 7,712,507,903 types of people in the world — And there's you","there are 7 , 712 , 507 , 903 types of people in the world and there's you",18,"type, world","world, type","type, world",261
173804,3d4cdae482c3ace0639a7e129bd750fb202edfe3,There are three types of people in this world The people who can count And the people who can't,there are three types of people in this world the people who can count and the people who can't,19,"type, world","world, type","type, world",261
181323,3fec7531330bfc183917fbc1720eeb4d122a229e,"There are 10 types of people in this world, Those that know binary and those that don't.","there are 10 types of people in this world , those that know binary and those that don't .",19,"type, world","world, type","type, world",261
181959,40264d608e3be271bebb592b460b99b4dfcbd5b1,"There are 10 types of people in this world. Those who understand binary, and those who don't.","there are 10 types of people in this world . those who understand binary , and those who don't .",20,"type, world","world, type","type, world",261
183002,40827b8bb08760fc527c90ed74c5f889f0972170,There are two types of people in this world. Those who finish what they start,there are two types of people in this world . those who finish what they start,16,"type, world","world, type","type, world",261
186591,41c3d919d7e7917779da5b929aa99a1253d79ad8,There are 2 types of people in the world. Those who are consistent b — Those who aren't,there are 2 types of people in the world . those who are consistent b those who aren't,18,"type, world","world, type","type, world",261
189094,42a6fd51d1e01d5749efff8b480f8217c8366f86,There are 10 types of people in this world Those who get binary jokes and those who don't.,there are 10 types of people in this world those who get binary jokes and those who don't .,19,"type, world","world, type","type, world",261
194950,44b8ae365e758938c13895b993034be0dc94f0c7,"There are 10 types of people in the world... Those who know binary, those who don't, and those who weren't expecting a ternary joke.","there are 10 types of people in the world ...  those who know binary , those who don't , and those who weren't expecting a ternary joke .",28,"type, world","world, type","type, world",261
195098,44c6edd2bb4bb8d852940ff6ca71ed2f676820a0,There are 10 types of people in this world. . . People who understand binary and people who don't.,there are 10 types of people in this world ...  people who understand binary and people who don't .,19,"type, world","world, type","type, world",261
195246,44d5098c1ac85faea40b9638488eee71515d1948,There's 3 types of people in this world. those who can count — and those who can't,there's 3 types of people in this world . those who can count and those who can't,17,"type, world","world, type","type, world",261
196937,4572e1358b2756d807661da3b3ca5828031f5a49,"There are 10 types of people in the world. Those who understand binary, those who don't, and those who weren't expecting a ternary joke.","there are 10 types of people in the world . those who understand binary , those who don't , and those who weren't expecting a ternary joke .",28,"type, world","world, type","type, world",261
200050,468553fb0ad9c166c3b39542b51387a4a479c2f9,"There's 10 types of people in this world... Those who understand binary, and those who don't, and those who weren't expecting a tertiary joke.","there's 10 types of people in this world ...  those who understand binary , and those who don't , and those who weren't expecting a tertiary joke .",28,"type, world","world, type","type, world",261
209406,49dc101768d4105a591425363651935390496ab8,There are ten types of people in the world Those who understand binary and those who don't,there are ten types of people in the world those who understand binary and those who don't,17,"type, world","world, type","type, world",261
212628,4afde05bf0118d8979bf050c0b8f68312a140b3d,There are 10 types of people in this world Those who understand binary and those who don't.,there are 10 types of people in this world those who understand binary and those who don't .,18,"type, world","world, type","type, world",261
215736,4c087d3e1037ca95523b945fdad93f25d220e5b4,There are 10 types of people in the world... Those who understand binary and those who don't.,there are 10 types of people in the world ...  those who understand binary and those who don't .,19,"type, world","world, type","type, world",261
215737,4c087d3e1037ca95523b945fdad93f25d220e5b4,There are 10 types of people in the world... ... those who understand binary and those who don't.,there are 10 types of people in the world ...  those who understand binary and those who don't .,19,"type, world","world, type","type, world",261
220123,4d8fb3f02209b529e42e5bbcf57f7bc642fd9222,There are 3 types of people in this world 1: those that can count 2: those who can't,there are 3 types of people in this world 1 : those that can count 2 : those who can't,20,"type, world","world, type","type, world",261
220361,4da391571356895cfee1260e366f127905ea2ae8,There are 3 types of people in this world — Those that can count and those that can't,there are 3 types of people in this world those that can count and those that can't,17,"type, world","world, type","type, world",261
222611,4e72fa196fbaca9ddee57ef24690914351710479,There are 3 types of people in the world Those who can count and can't count,there are 3 types of people in the world those who can count and can't count,16,"type, world","world, type","type, world",261
223780,4ed4c79a1473f26351502572552355733612cba7,There are 3 type of people in this world Those who can count and those who can't.,there are 3 type of people in this world those who can count and those who can't .,18,"type, world","world, type","type, world",261
232140,51cc782877f1a6a282ad9656b3fc07046ecee7fc,There are only 10 types of people in this world. Those who understand binary and those who don't.,there are only 10 types of people in this world . those who understand binary and those who don't .,20,"type, world","world, type","type, world",261
248028,576af258c272cd63b1dbbf7a21f1fbe190ecb071,There're only 3 types of people in this world. Those who can count and those who can't.,there're only 3 types of people in this world . those who can count and those who can't .,19,"type, world","world, type","type, world",261
248841,57b4d4814e89612b077c38d98a94b2263e65b264,There are 10 types of people in the world... people who understand binary and those who don't.,there are 10 types of people in the world ...  people who understand binary and those who don't .,19,"type, world","world, type","type, world",261
251894,58c15cd4e21a497c8af5902d91d42db8893f7751,"There's 10 types of people in this world Those who understand binary, and those who don't.","there's 10 types of people in this world those who understand binary , and those who don't .",18,"type, world","world, type","type, world",261
252500,58f8e1489fdb106b4048ddb79406572f196e1b66,"There are 10 types of people in this world. Those who understand binary, those who don't and those who didn't expect a ternary joke.","there are 10 types of people in this world . those who understand binary , those who don't and those who didn't expect a ternary joke .",27,"type, world","world, type","type, world",261
252973,59271ae56adc8a425f6f92d4448d1cdd997ab0ff,"There are only 10 types of people in this world... Those who understand binary, and those who don't.","there are only 10 types of people in this world ...  those who understand binary , and those who don't .",21,"type, world","world, type","type, world",261
258651,5b2a704f6151e34c0e450b17d268335ca37337dd,There are 10 types of people in this world... 1. Those that understand binary 2. And those that don't,there are 10 types of people in this world ...  1 . those that understand binary 2 . and those that don't,22,"type, world","world, type","type, world",261
261548,5c397af67e279ba4181adad5d4b52b52badff679,There are 2 types of people in the world... 1. People that are vaccinated,there are 2 types of people in the world ...  1 . people that are vaccinated,16,"type, world","world, type","type, world",261
262270,5c7c05d2af16cddbe1a1b2bc37e20c4bcb0e3a1d,"There are 10 types of people in the world — Those who understand binary, and those who don't.","there are 10 types of people in the world those who understand binary , and those who don't .",19,"type, world","world, type","type, world",261
262271,5c7c05d2af16cddbe1a1b2bc37e20c4bcb0e3a1d,"There are 10 types of people in the world Those who understand binary, and those who don't.","there are 10 types of people in the world those who understand binary , and those who don't .",19,"type, world","world, type","type, world",261
